additives_n,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,nutrition-score-uk_100g,healthy_label
0.0,3.96,2.64,3.96,3.52,0.0,7.93,0.037000000000000005,-1.0,1
0.0,4.12,2.65,8.82,8.24,0.0,3.53,0.047,2.0,1
0.0,16.07,8.93,60.71,35.71,0.0,7.14,0.5,24.0,1
0.0,33.33,3.33,23.33,3.33,10.0,23.33,0.05,-2.0,1
2.0,24.14,3.45,20.69,3.45,6.9,17.24,0.052000000000000005,-3.0,1
0.0,0.59,0.0,5.88,3.53,3.5,2.35,0.029,-5.0,1
0.0,17.86,7.14,2.68,0.0,0.0,15.18,0.634,17.0,0
0.0,17.86,6.25,2.68,0.89,0.9,14.29,0.616,13.0,0
2.0,34.38,3.12,6.25,0.0,0.0,0.0,0.406,10.0,0
1.0,0.0,0.0,10.0,4.67,3.3,8.0,0.043,-7.0,1
0.0,1.79,0.0,75.0,46.43,17.9,14.29,0.375,13.0,1
0.0,50.0,9.38,18.75,9.38,6.2,25.0,0.016,13.0,1
0.0,50.0,9.38,18.75,9.38,6.2,25.0,0.016,13.0,1
3.0,37.5,22.5,55.0,2.5,30.0,5.0,0.0,9.0,1
3.0,35.0,20.0,57.5,2.5,27.5,5.0,0.05,9.0,1
2.0,42.5,25.0,47.5,2.5,20.0,7.5,0.475,15.0,1
0.0,0.0,0.0,11.25,8.75,0.0,0.83,0.006,1.0,0
0.0,1.41,0.85,15.25,11.3,1.1,3.39,0.051,0.0,1
0.0,2.67,1.33,8.67,5.33,0.7,2.67,0.16699999999999998,2.0,1
0.0,3.0,1.67,7.33,6.67,0.0,2.67,0.12,2.0,1
0.0,2.33,1.33,7.33,3.33,0.7,2.67,0.107,1.0,1
0.0,32.14,21.43,57.14,39.29,0.0,0.0,0.14300000000000002,26.0,1
2.0,8.82,2.21,48.53,26.47,2.9,5.88,0.426,10.0,0
2.0,5.88,0.0,43.53,31.18,2.1,1.18,0.622,11.0,0
0.0,4.42,0.0,0.0,0.0,0.0,19.47,0.131,-3.0,1
0.0,4.42,0.0,0.0,0.0,0.0,19.47,0.131,-3.0,1
0.0,0.0,0.0,75.0,46.43,10.7,14.29,0.268,11.0,1
0.0,40.0,23.33,50.0,30.0,10.0,6.67,0.087,17.0,1
0.0,36.67,20.0,53.33,43.33,6.7,3.33,0.063,20.0,1
1.0,27.5,17.5,62.5,30.0,2.5,5.0,0.238,21.0,1
3.0,0.0,0.0,95.12,78.05,0.0,0.0,0.207,16.0,0
0.0,0.0,0.0,8.97,6.41,2.6,1.28,0.077,-2.0,1
0.0,93.33,6.67,0.0,0.0,0.0,0.0,0.0,15.0,1
4.0,32.14,5.36,39.29,35.71,0.0,0.0,0.857,24.0,0
1.0,39.29,12.5,39.29,35.71,0.0,0.0,0.679,30.0,0
7.0,3.0,2.67,13.33,8.67,2.0,5.33,0.077,-1.0,1
0.0,0.0,0.0,9.29,4.29,2.1,0.71,0.0,-2.0,1
0.0,0.0,0.0,14.29,10.0,2.1,0.0,0.0,0.0,1
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
0.0,38.1,21.43,50.0,30.95,9.5,7.14,0.35700000000000004,16.0,1
0.0,42.86,25.0,50.0,28.57,7.1,7.14,0.0,17.0,1
0.0,34.88,20.93,51.16,34.88,9.3,6.98,0.0,18.0,1
0.0,0.0,0.0,9.17,3.33,2.5,1.67,0.008,-4.0,1
6.0,0.0,0.0,100.0,58.33,0.0,0.0,0.0,14.0,0
2.0,0.0,0.0,81.58,42.11,0.0,2.63,0.132,14.0,0
0.0,30.0,3.33,26.67,23.33,3.3,0.0,0.8370000000000001,17.0,0
0.0,53.33,8.33,16.67,3.33,6.7,26.67,0.467,15.0,1
5.0,11.11,2.78,77.78,44.44,0.0,5.56,0.278,19.0,0
1.0,16.81,5.31,1.77,0.88,0.9,15.04,0.412,10.0,0
0.0,15.0,11.0,33.0,20.0,1.0,8.0,0.24,18.0,0
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
0.0,0.0,0.0,65.0,37.5,7.5,2.5,0.0,6.0,1
0.0,1.92,0.77,15.38,1.54,6.2,4.62,0.446,-2.0,0
0.0,0.0,0.0,14.29,10.39,3.2,0.0,0.0,-2.0,1
0.0,100.0,14.29,0.0,0.0,0.0,0.0,0.0,20.0,0
2.0,14.58,10.42,75.0,47.92,4.2,4.17,0.396,24.0,1
0.0,0.0,0.0,4.0,4.0,0.0,10.22,0.044,-5.0,1
0.0,0.0,0.0,17.14,15.0,2.1,0.71,0.0,1.0,1
5.0,0.0,0.0,9.41,8.24,0.0,4.12,0.059,-1.0,1
0.0,0.0,0.0,3.57,0.0,3.6,0.0,0.7859999999999999,3.0,1
0.0,0.0,0.0,3.85,0.0,2.3,0.77,0.754,5.0,1
2.0,16.47,2.35,42.35,23.53,0.0,3.53,0.388,15.0,0
0.0,12.5,0.0,57.14,25.0,7.1,10.71,0.125,0.0,0
0.0,12.5,0.0,57.14,25.0,7.1,10.71,0.125,0.0,0
0.0,12.5,1.79,57.14,25.0,7.1,10.71,0.125,6.0,0
0.0,0.0,0.0,4.67,2.67,0.0,10.0,0.047,-5.0,1
1.0,0.0,0.0,10.67,8.67,0.0,8.67,0.04,-4.0,1
0.0,0.0,0.0,10.67,8.67,0.0,8.67,0.043,-4.0,1
2.0,2.0,1.33,12.0,10.67,0.7,7.33,0.037000000000000005,0.0,1
0.0,44.0,4.0,32.0,0.0,28.0,16.0,0.028,-1.0,1
9.0,0.0,0.0,77.84,65.87,0.0,5.99,0.0,14.0,0
6.0,16.0,12.0,50.0,34.0,2.0,4.0,0.13,20.0,0
2.0,7.5,0.0,82.5,75.0,0.0,2.5,0.1,12.0,0
1.0,46.67,28.89,44.44,26.67,11.1,6.67,0.0,17.0,1
1.0,25.0,12.5,57.14,3.57,3.6,7.14,1.0,21.0,0
6.0,0.0,0.0,93.02,0.0,0.0,0.0,0.0,2.0,0
1.0,0.0,0.0,19.53,14.06,0.8,0.0,0.008,2.0,0
8.0,72.1,6.2,2.2,2.2,0.07,1.1,0.6732283464566929,21.0,0
0.0,69.1,6.8,3.7,3.0,6.8,15.5,0.0078740157480315,-1.0,1
2.0,0.3,0.2,10.4,0.4,1.7,1.2,0.05,-7.0,1
0.0,0.5,0.2,6.0,5.5,2.8,0.5,0.0275590551181102,-7.0,1
0.0,0.8,0.1,1.4,1.4,1.4,3.4,0.00393700787401575,-8.0,1
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
4.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,6.0,0
0.0,0.5,0.1,12.2,0.2,4.1,6.4,0.271,-4.0,1
8.0,8.3,7.0,30.0,21.0,1.5,3.9,0.0590551181102362,10.0,0
7.0,14.0,9.7,26.9,18.8,1.5,3.2,0.0551,14.0,0
5.0,10.7,7.6,29.6,20.4,1.9,4.9,0.0551181102362205,12.0,0
1.0,4.0,0.5,18.0,0.5,3.0,2.0,0.19685039370078694,-2.0,1
4.0,81.0,6.5,0.5,0.0,0.0,1.3,0.433070866141732,19.0,0
3.0,2.0,0.4,64.0,17.0,15.0,13.0,0.551181102362205,8.0,1
4.0,26.09,0.0,60.87,60.87,0.0,8.7,0.087,16.0,1
0.0,0.3,0.1,3.1,3.1,1.2,0.7,0.0,-6.0,1
7.0,26.3,2.4,55.4,2.6,6.7,6.8,0.5,8.0,0
4.0,2.1,0.4,42.1,2.9,2.7,8.7,0.307086614173228,-3.0,0
1.0,31.6,18.9,53.7,45.3,4.8,7.2,0.0,21.0,1
0.0,2.33,0.0,76.74,0.0,4.7,9.3,0.0,-6.0,1
0.0,1.43,0.0,34.29,0.0,1.9,3.81,0.0,-2.0,1
0.0,2.65,0.88,17.7,5.31,1.8,3.54,0.049,-2.0,1
2.0,15.2,9.6,28.8,23.2,0.8,4.8,0.17600000000000002,17.0,0
4.0,0.0,0.0,10.0,8.0,0.0,8.0,0.033,-3.0,1
1.0,0.0,0.0,12.94,10.0,1.2,0.59,0.0,1.0,1
0.0,0.94,0.0,25.62,0.0,1.2,2.5,0.003,-1.0,1
1.0,19.23,2.31,7.69,0.0,0.0,0.0,2.385,14.0,1
0.0,0.3,0.1,1.2,0.4,2.3,0.4,1.3779527559055098,7.0,0
3.0,23.89,14.16,32.74,21.24,1.8,5.31,0.345,19.0,0
2.0,23.01,12.39,34.51,29.2,0.9,4.42,0.265,21.0,0
5.0,1.79,0.0,7.14,0.0,0.0,14.29,0.893,5.0,1
5.0,1.79,0.0,5.36,1.79,0.0,14.29,0.911,11.0,1
4.0,2.68,0.0,7.14,5.36,0.0,16.07,0.946,12.0,1
3.0,13.85,1.54,46.15,10.77,1.5,6.15,0.615,11.0,0
2.0,38.89,13.89,0.0,0.0,0.0,33.33,2.222,26.0,0
0.0,0.0,0.0,8.97,6.41,2.6,1.28,0.077,-2.0,1
0.0,0.0,0.0,3.53,0.0,2.4,2.35,0.076,-4.0,1
0.0,0.0,0.0,57.14,5.71,31.4,28.57,0.0,-5.0,1
0.0,0.0,0.0,12.0,12.0,0.9,0.9,0.0,1.0,1
0.0,47.5,30.0,37.5,20.0,12.5,10.0,0.0,16.0,1
0.0,0.0,0.0,15.18,11.61,0.9,0.0,0.009000000000000001,1.0,1
3.0,18.0,11.0,30.0,21.0,0.5,6.0,0.12992125984252,18.0,0
0.0,0.0,0.0,10.83,9.17,0.0,0.83,0.0,2.0,0
0.0,0.0,0.0,13.64,10.39,3.2,0.0,0.0,-2.0,1
0.0,0.0,0.0,13.57,6.43,3.6,0.71,0.0,-4.0,1
0.0,0.0,0.17,8.33,0.0,5.0,5.83,0.35,-5.0,1
4.0,30.3,18.18,54.55,36.36,12.1,9.09,0.076,19.0,1
1.0,44.0,28.0,32.0,28.0,8.0,8.0,0.472,22.0,1
1.0,1.2,0.3,70.0,62.0,8.1,2.5,0.078740157480315,3.0,1
0.0,11.29,1.61,8.06,1.61,4.8,8.06,0.294,-5.0,0
2.0,80.0,6.67,6.67,6.67,0.0,0.0,0.7,23.0,0
0.0,0.53,0.0,9.04,6.91,1.6,9.04,0.029,-6.0,1
1.0,0.88,0.0,2.65,0.0,0.0,16.81,0.257,-2.0,1
0.0,46.67,3.33,10.0,3.33,6.7,23.33,0.2,7.0,1
